,p0q0
4141,0.118
4142,0.12
4143,0.14
4144,0.118
4145,0.11
4146,0.111
4147,0.13
4148,0.117
4149,0.121
4150,0.107
4151,0.085
4152,0.096
4153,0.108
4154,0.098
4155,0.104
4156,0.086
4157,0.117
4158,0.116
4159,0.3
4160,0.277
4161,0.247
4162,0.279
4163,0.279
4164,0.267
4165,0.238
4166,0.288
4167,0.271
4168,0.237
4169,0.218
4170,0.277
4171,0.236
4172,0.224
4173,0.227
4174,0.208
4175,0.194
4176,0.262
4177,0.212
4178,0.234
4179,0.203
4180,0.29
4181,0.236
4182,0.381
4183,0.335
4184,0.32
4185,0.329
4186,0.316
4187,0.336
4188,0.296
4189,0.36
4190,0.354
4191,0.326
4192,0.325
4193,0.349
4194,0.298
4195,0.285
4196,0.324
4197,0.28
4198,0.297
4199,0.332
4200,0.305
4201,0.3
4202,0.242
4203,0.341
4204,0.463
4205,0.139
4206,0.122
4207,0.117
4208,0.143
4209,0.119
4210,0.133
4211,0.119
4212,0.127
4213,0.127
4214,0.118
4215,0.12
4216,0.138
4217,0.131
4218,0.121
4219,0.112
4220,0.1
4221,0.104
4222,0.108
4223,0.114
4224,0.109
4225,0.112
4226,0.14
4227,0.113
4228,0.277
4229,0.233
4230,0.21
4231,0.263
4232,0.231
4233,0.219
4234,0.204
4235,0.238
4236,0.231
4237,0.214
4238,0.191
4239,0.241
4240,0.215
4241,0.189
4242,0.199
4243,0.18
4244,0.184
4245,0.227
4246,0.194
4247,0.189
4248,0.18
4249,0.231
4250,0.21
4251,0.192
4252,0.18
4253,0.173
4254,0.202
4255,0.167
4256,0.175
4257,0.153
4258,0.171
4259,0.178
4260,0.156
4261,0.149
4262,0.184
4263,0.158
4264,0.166
4265,0.151
4266,0.138
4267,0.134
4268,0.179
4269,0.144
4270,0.155
4271,0.128
4272,0.184
4273,0.176
4274,0.112
4275,0.101
4276,0.101
4277,0.105
4278,0.083
4279,0.085
4280,0.086
4281,0.098
4282,0.106
4283,0.099
4284,0.085
4285,0.108
4286,0.11
4287,0.103
4288,0.102
4289,0.086
4290,0.097
4291,0.109
4292,0.106
4293,0.1
4294,0.101
4295,0.107
4296,0.104
4297,0.231
4298,0.206
4299,0.184
4300,0.223
4301,0.192
4302,0.192
4303,0.193
4304,0.202
4305,0.199
4306,0.172
4307,0.163
4308,0.204
4309,0.167
4310,0.178
4311,0.163
4312,0.152
4313,0.154
4314,0.2
4315,0.152
4316,0.17
4317,0.147
4318,0.211
4319,0.187
4320,0.194
4321,0.153
4322,0.148
4323,0.157
4324,0.152
4325,0.135
4326,0.135
4327,0.159
4328,0.116
4329,0.16
4330,0.177
4331,0.142
4332,0.158
4333,0.116
4334,0.133
4335,0.152
4336,0.114
4337,0.132
4338,0.1
4339,0.121
4340,0.136
4341,0.13
4342,0.135
4343,0.329
4344,0.165
4345,0.147
4346,0.452
4347,0.407
4348,0.374
4349,0.327
4350,0.375
4351,0.357
4352,0.405
4353,0.446
4354,0.35
4355,0.377
4356,0.433
4357,0.368
4358,0.348
4359,0.387
4360,0.32
4361,0.387
4362,0.317
4363,0.361
4364,0.32
4365,0.337
4366,0.348
4367,0.314
4368,0.381
4369,0.668
4370,0.44
4371,0.341
4372,0.558
4373,0.5
4374,0.473
4375,0.456
4376,0.456
4377,0.425
4378,0.52
4379,0.559
4380,0.473
4381,0.494
4382,0.519
4383,0.502
4384,0.492
4385,0.447
4386,0.385
4387,0.502
4388,0.387
4389,0.47
4390,0.428
4391,0.451
4392,0.41
4393,0.437
4394,0.475
4395,0.638
4396,0.559
4397,0.448
4398,0.395
4399,0.318
4400,0.336
4401,0.318
4402,0.33
4403,0.305
4404,0.308
4405,0.362
4406,0.27
4407,0.318
4408,0.354
4409,0.326
4410,0.322
4411,0.308
4412,0.297
4413,0.326
4414,0.303
4415,0.306
4416,0.309
4417,0.295
4418,0.293
4419,0.288
4420,0.351
4421,0.569
4422,0.361
4423,0.298
4424,0.447
4425,0.381
4426,0.391
4427,0.326
4428,0.375
4429,0.346
4430,0.375
4431,0.411
4432,0.354
4433,0.355
4434,0.413
4435,0.377
4436,0.359
4437,0.339
4438,0.332
4439,0.376
4440,0.33
4441,0.339
4442,0.317
4443,0.338
4444,0.35
4445,0.339
4446,0.387
4447,0.59
4448,0.405
4449,0.35
4450,0.162
4451,0.136
4452,0.132
4453,0.136
4454,0.131
4455,0.129
4456,0.132
4457,0.137
4458,0.117
4459,0.136
4460,0.157
4461,0.137
4462,0.141
4463,0.119
4464,0.128
4465,0.137
4466,0.114
4467,0.124
4468,0.107
4469,0.117
4470,0.132
4471,0.116
4472,0.132
4473,0.296
4474,0.136
4475,0.131
4476,0.405
4477,0.348
4478,0.355
4479,0.303
4480,0.34
4481,0.319
4482,0.362
4483,0.379
4484,0.306
4485,0.341
4486,0.373
4487,0.343
4488,0.338
4489,0.323
4490,0.31
4491,0.348
4492,0.284
4493,0.311
4494,0.294
4495,0.314
4496,0.325
4497,0.31
4498,0.345
4499,0.581
4500,0.384
4501,0.329
4502,0.553
4503,0.474
4504,0.462
4505,0.43
4506,0.427
4507,0.414
4508,0.495
4509,0.539
4510,0.438
4511,0.462
4512,0.527
4513,0.438
4514,0.461
4515,0.426
4516,0.383
4517,0.458
4518,0.39
4519,0.412
4520,0.417
4521,0.439
4522,0.4
4523,0.411
4524,0.453
4525,0.7
4526,0.545
4527,0.421
4528,0.161
4529,0.158
4530,0.143
4531,0.132
4532,0.148
4533,0.128
4534,0.125
4535,0.123
4536,0.111
4537,0.16
4538,0.176
4539,0.13
4540,0.157
4541,0.117
4542,0.144
4543,0.134
4544,0.11
4545,0.121
4546,0.109
4547,0.118
4548,0.136
4549,0.124
4550,0.13
4551,0.222
4552,0.148
4553,0.124
4554,0.37
4555,0.297
4556,0.288
4557,0.275
4558,0.287
4559,0.27
4560,0.304
4561,0.309
4562,0.237
4563,0.293
4564,0.321
4565,0.3
4566,0.285
4567,0.265
4568,0.258
4569,0.293
4570,0.249
4571,0.245
4572,0.23
4573,0.26
4574,0.278
4575,0.258
4576,0.282
4577,0.52
4578,0.314
4579,0.287
4580,0.264
4581,0.207
4582,0.206
4583,0.217
4584,0.22
4585,0.198
4586,0.209
4587,0.221
4588,0.179
4589,0.219
4590,0.237
4591,0.213
4592,0.214
4593,0.181
4594,0.187
4595,0.225
4596,0.165
4597,0.186
4598,0.162
4599,0.167
4600,0.205
4601,0.181
4602,0.209
4603,0.401
4604,0.224
4605,0.207
4606,0.109
4607,0.092
4608,0.103
4609,0.102
4610,0.096
4611,0.1
4612,0.098
4613,0.105
4614,0.097
4615,0.095
4616,0.108
4617,0.102
4618,0.106
4619,0.091
4620,0.094
4621,0.094
4622,0.099
4623,0.096
4624,0.1
4625,0.097
4626,0.091
4627,0.091
4628,0.099
4629,0.121
4630,0.104
4631,0.093
4632,0.296
4633,0.246
4634,0.246
4635,0.237
4636,0.24
4637,0.224
4638,0.254
4639,0.265
4640,0.218
4641,0.252
4642,0.281
4643,0.248
4644,0.243
4645,0.221
4646,0.221
4647,0.267
4648,0.206
4649,0.215
4650,0.198
4651,0.219
4652,0.245
4653,0.224
4654,0.236
4655,0.473
4656,0.27
4657,0.231
4658,0.171
4659,0.116
4660,0.142
4661,0.144
4662,0.15
4663,0.169
4664,0.134
4665,0.165
4666,0.129
4667,0.117
4668,0.141
4669,0.154
4670,0.155
4671,0.116
4672,0.133
4673,0.125
4674,0.148
4675,0.119
4676,0.123
4677,0.084
4678,0.126
4679,0.133
4680,0.434
4681,0.372
4682,0.418
4683,0.436
4684,0.4
4685,0.429
4686,0.436
4687,0.332
4688,0.405
4689,0.36
4690,0.376
4691,0.366
4692,0.445
4693,0.342
4694,0.362
4695,0.335
4696,0.432
4697,0.391
4698,0.397
4699,0.677
4700,0.362
4701,0.329
4702,0.511
4703,0.451
4704,0.492
4705,0.624
4706,0.546
4707,0.511
4708,0.581
4709,0.392
4710,0.506
4711,0.492
4712,0.457
4713,0.447
4714,0.573
4715,0.445
4716,0.498
4717,0.433
4718,0.549
4719,0.498
4720,0.519
4721,0.752
4722,0.468
4723,0.428
4724,0.377
4725,0.296
4726,0.324
4727,0.33
4728,0.305
4729,0.322
4730,0.362
4731,0.307
4732,0.339
4733,0.295
4734,0.321
4735,0.301
4736,0.404
4737,0.312
4738,0.311
4739,0.298
4740,0.358
4741,0.298
4742,0.306
4743,0.566
4744,0.322
4745,0.287
4746,0.395
4747,0.335
4748,0.36
4749,0.352
4750,0.362
4751,0.394
4752,0.367
4753,0.308
4754,0.388
4755,0.335
4756,0.346
4757,0.368
4758,0.414
4759,0.327
4760,0.344
4761,0.309
4762,0.387
4763,0.344
4764,0.347
4765,0.52
4766,0.356
4767,0.325
4768,0.136
4769,0.111
4770,0.122
4771,0.123
4772,0.133
4773,0.137
4774,0.117
4775,0.13
4776,0.112
4777,0.117
4778,0.128
4779,0.122
4780,0.135
4781,0.117
4782,0.116
4783,0.115
4784,0.125
4785,0.115
4786,0.113
4787,0.102
4788,0.116
4789,0.34
4790,0.297
4791,0.332
4792,0.32
4793,0.34
4794,0.359
4795,0.329
4796,0.302
4797,0.334
4798,0.309
4799,0.316
4800,0.34
4801,0.356
4802,0.269
4803,0.315
4804,0.269
4805,0.339
4806,0.311
4807,0.318
4808,0.547
4809,0.32
4810,0.298
4811,0.515
4812,0.438
4813,0.46
4814,0.584
4815,0.497
4816,0.497
4817,0.571
4818,0.403
4819,0.487
4820,0.456
4821,0.431
4822,0.43
4823,0.53
4824,0.406
4825,0.461
4826,0.418
4827,0.51
4828,0.448
4829,0.485
4830,0.697
4831,0.446
4832,0.388
4833,0.151
4834,0.115
4835,0.119
4836,0.127
4837,0.144
4838,0.14
4839,0.139
4840,0.139
4841,0.104
4842,0.106
4843,0.137
4844,0.155
4845,0.146
4846,0.118
4847,0.122
4848,0.112
4849,0.134
4850,0.121
4851,0.127
4852,0.146
4853,0.125
4854,0.125
4855,0.283
4856,0.236
4857,0.291
4858,0.276
4859,0.287
4860,0.309
4861,0.259
4862,0.274
4863,0.278
4864,0.262
4865,0.274
4866,0.273
4867,0.29
4868,0.21
4869,0.259
4870,0.222
4871,0.288
4872,0.244
4873,0.258
4874,0.109
4875,0.249
4876,0.258
4877,0.218
4878,0.172
4879,0.2
4880,0.203
4881,0.208
4882,0.22
4883,0.176
4884,0.219
4885,0.18
4886,0.179
4887,0.201
4888,0.202
4889,0.215
4890,0.16
4891,0.171
4892,0.173
4893,0.203
4894,0.182
4895,0.173
4896,0.096
4897,0.192
4898,0.186
4899,0.106
4900,0.102
4901,0.104
4902,0.101
4903,0.101
4904,0.102
4905,0.11
4906,0.171
4907,0.099
4908,0.104
4909,0.105
4910,0.102
4911,0.105
4912,0.09
4913,0.095
4914,0.096
4915,0.103
4916,0.093
4917,0.101
4918,0.102
4919,0.1
4920,0.11
4921,0.246
4922,0.192
4923,0.226
4924,0.231
4925,0.235
4926,0.256
4927,0.203
4928,0.242
4929,0.228
4930,0.218
4931,0.23
4932,0.229
4933,0.232
4934,0.187
4935,0.209
4936,0.187
4937,0.244
4938,0.187
4939,0.211
4940,0.101
4941,0.192
4942,0.203
4943,0.063
4944,0.088
4945,0.09
4946,0.082
4947,0.081
4948,0.093
4949,0.096
4950,0.105
4951,0.088
4952,0.096
4953,0.095
4954,0.095
4955,0.104
4956,0.081
4957,0.089
4958,0.073
4959,0.095
4960,0.103
4961,0.089
4962,0.065
4963,0.082
4964,0.079
4965,0.068
4966,0.078
4967,0.084
4968,0.092
4969,0.072
4970,0.189
4971,0.201
4972,0.292
4973,0.187
4974,0.23
4975,0.263
4976,0.213
4977,0.21
4978,0.221
4979,0.231
4980,0.235
4981,0.225
4982,0.285
4983,0.212
4984,0.223
4985,0.219
4986,0.288
4987,0.237
4988,0.235
4989,0.175
4990,0.21
4991,0.239
4992,0.193
4993,0.222
4994,0.223
4995,0.235
4996,0.189
4997,0.252
4998,0.264
4999,0.311
5000,0.234
5001,0.267
5002,0.315
5003,0.252
5004,0.251
5005,0.326
5006,0.278
5007,0.317
5008,0.306
5009,0.378
5010,0.267
5011,0.256
5012,0.274
5013,0.325
5014,0.289
5015,0.291
5016,0.242
5017,0.267
5018,0.315
5019,0.244
5020,0.283
5021,0.265
5022,0.303
5023,0.247
5024,0.156
5025,0.198
5026,0.195
5027,0.172
5028,0.183
5029,0.299
5030,0.196
5031,0.182
5032,0.195
5033,0.179
5034,0.205
5035,0.191
5036,0.225
5037,0.216
5038,0.199
5039,0.192
5040,0.188
5041,0.185
5042,0.197
5043,0.174
5044,0.19
5045,0.193
5046,0.192
5047,0.196
5048,0.2
5049,0.205
5050,0.184
5051,0.172
5052,0.201
5053,0.187
5054,0.18
5055,0.211
5056,0.277
5057,0.205
5058,0.217
5059,0.203
5060,0.219
5061,0.219
5062,0.21
5063,0.247
5064,0.222
5065,0.217
5066,0.196
5067,0.205
5068,0.219
5069,0.209
5070,0.174
5071,0.206
5072,0.217
5073,0.185
5074,0.209
5075,0.203
5076,0.212
5077,0.182
5078,0.083
5079,0.091
5080,0.089
5081,0.081
5082,0.078
5083,0.092
5084,0.097
5085,0.097
5086,0.086
5087,0.099
5088,0.095
5089,0.097
5090,0.101
5091,0.085
5092,0.093
5093,0.079
5094,0.098
5095,0.105
5096,0.083
5097,0.076
5098,0.082
5099,0.083
5100,0.08
5101,0.081
5102,0.086
5103,0.087
5104,0.082
5105,0.154
5106,0.193
5107,0.171
5108,0.175
5109,0.199
5110,0.258
5111,0.197
5112,0.199
5113,0.19
5114,0.199
5115,0.201
5116,0.195
5117,0.235
5118,0.211
5119,0.198
5120,0.184
5121,0.189
5122,0.206
5123,0.192
5124,0.165
5125,0.195
5126,0.211
5127,0.17
5128,0.195
5129,0.192
5130,0.191
5131,0.172
5132,0.233
5133,0.257
5134,0.276
5135,0.219
5136,0.255
5137,0.329
5138,0.231
5139,0.237
5140,0.283
5141,0.267
5142,0.301
5143,0.298
5144,0.399
5145,0.256
5146,0.256
5147,0.262
5148,0.351
5149,0.286
5150,0.245
5151,0.217
5152,0.255
5153,0.283
5154,0.224
5155,0.266
5156,0.256
5157,0.264
5158,0.242
5159,0.096
5160,0.097
5161,0.101
5162,0.095
5163,0.092
5164,0.105
5165,0.095
5166,0.112
5167,0.093
5168,0.098
5169,0.107
5170,0.1
5171,0.11
5172,0.099
5173,0.102
5174,0.095
5175,0.106
5176,0.107
5177,0.097
5178,0.098
5179,0.096
5180,0.093
5181,0.101
5182,0.097
5183,0.097
5184,0.1
5185,0.096
5186,0.12
5187,0.162
5188,0.143
5189,0.156
5190,0.167
5191,0.161
5192,0.167
5193,0.173
5194,0.16
5195,0.185
5196,0.157
5197,0.17
5198,0.193
5199,0.16
5200,0.17
5201,0.151
5202,0.181
5203,0.179
5204,0.162
5205,0.143
5206,0.159
5207,0.178
5208,0.14
5209,0.185
5210,0.147
5211,0.176
5212,0.161
5213,0.1
5214,0.124
5215,0.117
5216,0.128
5217,0.137
5218,0.127
5219,0.134
5220,0.128
5221,0.118
5222,0.133
5223,0.13
5224,0.122
5225,0.14
5226,0.117
5227,0.133
5228,0.11
5229,0.129
5230,0.154
5231,0.12
5232,0.1
5233,0.112
5234,0.113
5235,0.101
5236,0.116
5237,0.109
5238,0.124
5239,0.126
5240,0.088
5241,0.086
5242,0.087
5243,0.093
5244,0.096
5245,0.087
5246,0.086
5247,0.083
5248,0.09
5249,0.089
5250,0.085
5251,0.087
5252,0.084
5253,0.088
5254,0.09
5255,0.092
5256,0.095
5257,0.094
5258,0.087
5259,0.091
5260,0.094
5261,0.087
5262,0.086
5263,0.097
5264,0.086
5265,0.086
5266,0.101
5267,0.094
5268,0.133
5269,0.127
5270,0.127
5271,0.148
5272,0.149
5273,0.149
5274,0.134
5275,0.131
5276,0.151
5277,0.148
5278,0.134
5279,0.156
5280,0.143
5281,0.148
5282,0.123
5283,0.154
5284,0.17
5285,0.141
5286,0.121
5287,0.132
5288,0.141
5289,0.109
5290,0.141
5291,0.114
5292,0.145
5293,0.116
5294,0.144
5295,0.217
5296,0.15
5297,0.131
5298,0.139
5299,0.138
5300,0.133
5301,0.134
5302,0.148
5303,0.14
5304,0.174
5305,0.163
5306,0.13
5307,0.142
5308,0.141
5309,0.137
5310,0.134
5311,0.146
5312,0.132
5313,0.142
5314,0.112
5315,0.125
5316,0.094
5317,0.161
5318,0.127
5319,0.206
5320,0.272
5321,0.19
5322,0.182
5323,0.218
5324,0.187
5325,0.172
5326,0.188
5327,0.204
5328,0.206
5329,0.282
5330,0.229
5331,0.177
5332,0.196
5333,0.185
5334,0.183
5335,0.176
5336,0.212
5337,0.185
5338,0.155
5339,0.152
5340,0.167
5341,0.127
5342,0.241
5343,0.169
5344,0.259
5345,0.442
5346,0.287
5347,0.239
5348,0.263
5349,0.292
5350,0.245
5351,0.237
5352,0.257
5353,0.276
5354,0.308
5355,0.291
5356,0.243
5357,0.247
5358,0.223
5359,0.238
5360,0.258
5361,0.273
5362,0.301
5363,0.221
5364,0.228
5365,0.257
5366,0.192
5367,0.271
5368,0.24
5369,0.098
5370,0.161
5371,0.117
5372,0.098
5373,0.099
5374,0.086
5375,0.082
5376,0.096
5377,0.083
5378,0.097
5379,0.124
5380,0.102
5381,0.081
5382,0.098
5383,0.099
5384,0.123
5385,0.097
5386,0.104
5387,0.091
5388,0.088
5389,0.08
5390,0.08
5391,0.062
5392,0.093
5393,0.098
5394,0.081
5395,0.142
5396,0.094
5397,0.07
5398,0.077
5399,0.074
5400,0.071
5401,0.075
5402,0.073
5403,0.088
5404,0.085
5405,0.079
5406,0.073
5407,0.075
5408,0.077
5409,0.066
5410,0.068
5411,0.073
5412,0.074
5413,0.063
5414,0.068
5415,0.065
5416,0.057
5417,0.074
5418,0.071
5419,0.087
5420,0.133
5421,0.105
5422,0.079
5423,0.094
5424,0.088
5425,0.082
5426,0.089
5427,0.086
5428,0.092
5429,0.092
5430,0.085
5431,0.087
5432,0.083
5433,0.083
5434,0.076
5435,0.079
5436,0.074
5437,0.084
5438,0.076
5439,0.077
5440,0.078
5441,0.067
5442,0.079
5443,0.084
5444,0.229
5445,0.356
5446,0.227
5447,0.211
5448,0.226
5449,0.226
5450,0.202
5451,0.218
5452,0.24
5453,0.231
5454,0.278
5455,0.251
5456,0.207
5457,0.215
5458,0.194
5459,0.205
5460,0.204
5461,0.235
5462,0.225
5463,0.173
5464,0.181
5465,0.203
5466,0.149
5467,0.23
5468,0.201
5469,0.307
5470,0.465
5471,0.314
5472,0.274
5473,0.303
5474,0.343
5475,0.245
5476,0.276
5477,0.295
5478,0.326
5479,0.331
5480,0.3
5481,0.269
5482,0.299
5483,0.258
5484,0.261
5485,0.297
5486,0.325
5487,0.315
5488,0.252
5489,0.278
5490,0.322
5491,0.24
5492,0.282
5493,0.311
5494,0.107
5495,0.122
5496,0.108
5497,0.104
5498,0.115
5499,0.11
5500,0.102
5501,0.116
5502,0.108
5503,0.115
5504,0.103
5505,0.105
5506,0.105
5507,0.104
5508,0.103
5509,0.102
5510,0.102
5511,0.097
5512,0.103
5513,0.104
5514,0.106
5515,0.107
5516,0.105
5517,0.111
5518,0.105
5519,0.082
5520,0.084
5521,0.09
5522,0.084
5523,0.085
5524,0.084
5525,0.084
5526,0.074
5527,0.09
5528,0.084
5529,0.084
5530,0.084
5531,0.084
5532,0.095
5533,0.082
5534,0.081
5535,0.101
5536,0.093
5537,0.083
5538,0.084
5539,0.085
5540,0.09
5541,0.085
5542,0.083
5543,0.088
5544,0.108
5545,0.11
5546,0.11
5547,0.085
5548,0.097
5549,0.092
5550,0.1
5551,0.093
5552,0.095
5553,0.098
5554,0.092
5555,0.102
5556,0.086
5557,0.102
5558,0.09
5559,0.129
5560,0.092
5561,0.138
5562,0.111
5563,0.087
5564,0.086
5565,0.095
5566,0.092
5567,0.097
5568,0.105
5569,0.198
5570,0.193
5571,0.198
5572,0.176
5573,0.186
5574,0.177
5575,0.197
5576,0.184
5577,0.195
5578,0.184
5579,0.202
5580,0.2
5581,0.177
5582,0.198
5583,0.166
5584,0.201
5585,0.211
5586,0.204
5587,0.198
5588,0.174
5589,0.227
5590,0.204
5591,0.263
5592,0.292
5593,0.231
5594,0.252
5595,0.238
5596,0.226
5597,0.233
5598,0.222
5599,0.255
5600,0.225
5601,0.207
5602,0.22
5603,0.248
5604,0.241
5605,0.238
5606,0.236
5607,0.229
5608,0.222
5609,0.261
5610,0.243
5611,0.238
5612,0.199
5613,0.296
5614,0.258
5615,0.351
5616,0.352
5617,0.157
5618,0.158
5619,0.17
5620,0.151
5621,0.176
5622,0.178
5623,0.154
5624,0.153
5625,0.177
5626,0.147
5627,0.156
5628,0.205
5629,0.158
5630,0.174
5631,0.147
5632,0.167
5633,0.185
5634,0.251
5635,0.157
5636,0.181
5637,0.157
5638,0.171
5639,0.148
5640,0.159
5641,0.175
5642,0.19
5643,0.19
5644,0.209
5645,0.177
5646,0.198
5647,0.197
5648,0.186
5649,0.181
5650,0.199
5651,0.203
5652,0.188
5653,0.218
5654,0.173
5655,0.21
5656,0.162
5657,0.207
5658,0.22
5659,0.287
5660,0.199
5661,0.213
5662,0.17
5663,0.224
5664,0.201
5665,0.186
5666,0.183
5667,0.115
5668,0.116
5669,0.118
5670,0.101
5671,0.103
5672,0.096
5673,0.114
5674,0.103
5675,0.103
5676,0.105
5677,0.098
5678,0.106
5679,0.093
5680,0.111
5681,0.092
5682,0.126
5683,0.108
5684,0.133
5685,0.12
5686,0.099
5687,0.095
5688,0.103
5689,0.103
5690,0.106
5691,0.115
5692,0.175
5693,0.175
5694,0.195
5695,0.161
5696,0.191
5697,0.178
5698,0.175
5699,0.168
5700,0.186
5701,0.184
5702,0.176
5703,0.199
5704,0.161
5705,0.191
5706,0.147
5707,0.194
5708,0.191
5709,0.252
5710,0.186
5711,0.195
5712,0.163
5713,0.203
5714,0.179
5715,0.166
5716,0.162
5717,0.229
5718,0.233
5719,0.223
5720,0.204
5721,0.215
5722,0.196
5723,0.241
5724,0.223
5725,0.19
5726,0.201
5727,0.237
5728,0.227
5729,0.215
5730,0.21
5731,0.202
5732,0.219
5733,0.247
5734,0.24
5735,0.216
5736,0.176
5737,0.278
5738,0.245
5739,0.318
5740,0.334
5741,0.13
5742,0.131
5743,0.152
5744,0.122
5745,0.113
5746,0.115
5747,0.135
5748,0.12
5749,0.12
5750,0.123
5751,0.125
5752,0.134
5753,0.112
5754,0.135
5755,0.113
5756,0.169
5757,0.132
5758,0.162
5759,0.161
5760,0.114
5761,0.116
5762,0.123
5763,0.124
5764,0.123
5765,0.142
5766,0.074
5767,0.075
5768,0.076
5769,0.128
5770,0.137
5771,0.133
5772,0.079
5773,0.13
5774,0.078
5775,0.072
5776,0.074
5777,0.078
5778,0.13
5779,0.079
5780,0.121
5781,0.078
5782,0.077
5783,0.115
5784,0.078
5785,0.072
5786,0.125
5787,0.072
5788,0.072
5789,0.13
5790,0.128
5791,0.16
5792,0.159
5793,0.168
5794,0.135
5795,0.166
5796,0.159
5797,0.159
5798,0.156
5799,0.161
5800,0.163
5801,0.157
5802,0.167
5803,0.129
5804,0.165
5805,0.121
5806,0.175
5807,0.154
5808,0.233
5809,0.167
5810,0.154
5811,0.138
5812,0.158
5813,0.161
5814,0.152
5815,0.154
5816,0.132
5817,0.132
5818,0.143
5819,0.115
5820,0.129
5821,0.122
5822,0.13
5823,0.119
5824,0.131
5825,0.128
5826,0.124
5827,0.122
5828,0.109
5829,0.132
5830,0.107
5831,0.153
5832,0.12
5833,0.182
5834,0.135
5835,0.117
5836,0.111
5837,0.115
5838,0.115
5839,0.126
5840,0.13
5841,0.139
5842,0.146
5843,0.142
5844,0.142
5845,0.141
5846,0.145
5847,0.139
5848,0.141
5849,0.141
5850,0.145
5851,0.145
5852,0.146
5853,0.143
5854,0.145
5855,0.143
5856,0.139
5857,0.139
5858,0.143
5859,0.141
5860,0.139
5861,0.142
5862,0.143
5863,0.141
5864,0.141
5865,0.133
5866,0.139
5867,0.14
5868,0.142
5869,0.127
5870,0.143
5871,0.132
5872,0.141
5873,0.13
5874,0.144
5875,0.142
5876,0.136
5877,0.14
5878,0.114
5879,0.143
5880,0.116
5881,0.154
5882,0.13
5883,0.192
5884,0.146
5885,0.126
5886,0.118
5887,0.129
5888,0.13
5889,0.137
5890,0.136
5891,0.262
5892,0.297
5893,0.351
5894,0.262
5895,0.248
5896,0.276
5897,0.257
5898,0.261
5899,0.241
5900,0.256
5901,0.269
5902,0.301
5903,0.268
5904,0.265
5905,0.28
5906,0.289
5907,0.271
5908,0.25
5909,0.262
5910,0.271
5911,0.326
5912,0.267
5913,0.262
5914,0.269
5915,0.293
5916,0.277
5917,0.26
5918,0.253
5919,0.274
5920,0.343
5921,0.372
5922,0.406
5923,0.321
5924,0.288
5925,0.317
5926,0.329
5927,0.315
5928,0.277
5929,0.333
5930,0.317
5931,0.358
5932,0.316
5933,0.341
5934,0.344
5935,0.377
5936,0.332
5937,0.276
5938,0.315
5939,0.342
5940,0.387
5941,0.314
5942,0.329
5943,0.352
5944,0.365
5945,0.339
5946,0.294
5947,0.313
5948,0.334
5949,0.328
5950,0.359
5951,0.4
5952,0.317
5953,0.318
5954,0.313
5955,0.364
5956,0.34
5957,0.322
5958,0.325
5959,0.355
5960,0.377
5961,0.329
5962,0.343
5963,0.368
5964,0.374
5965,0.346
5966,0.287
5967,0.328
5968,0.376
5969,0.356
5970,0.31
5971,0.3
5972,0.328
5973,0.348
5974,0.331
5975,0.308
5976,0.321
5977,0.335
5978,0.277
5979,0.344
5980,0.363
5981,0.275
5982,0.259
5983,0.299
5984,0.275
5985,0.273
5986,0.232
5987,0.268
5988,0.282
5989,0.313
5990,0.285
5991,0.286
5992,0.3
5993,0.303
5994,0.297
5995,0.274
5996,0.27
5997,0.306
5998,0.374
5999,0.29
6000,0.26
6001,0.276
6002,0.326
6003,0.295
6004,0.258
6005,0.291
6006,0.313
6007,0.232
6008,0.262
6009,0.317
6010,0.238
6011,0.207
6012,0.246
6013,0.238
6014,0.238
6015,0.214
6016,0.212
6017,0.247
6018,0.281
6019,0.231
6020,0.253
6021,0.264
6022,0.267
6023,0.256
6024,0.21
6025,0.234
6026,0.25
6027,0.327
6028,0.237
6029,0.224
6030,0.248
6031,0.276
6032,0.255
6033,0.234
6034,0.233
6035,0.257
6036,0.155
6037,0.174
6038,0.238
6039,0.159
6040,0.142
6041,0.158
6042,0.16
6043,0.157
6044,0.14
6045,0.129
6046,0.149
6047,0.184
6048,0.149
6049,0.165
6050,0.196
6051,0.182
6052,0.159
6053,0.149
6054,0.153
6055,0.175
6056,0.223
6057,0.16
6058,0.137
6059,0.174
6060,0.168
6061,0.182
6062,0.162
6063,0.158
6064,0.167
6065,0.108
6066,0.13
6067,0.182
6068,0.116
6069,0.108
6070,0.115
6071,0.115
6072,0.116
6073,0.085
6074,0.084
6075,0.108
6076,0.128
6077,0.106
6078,0.124
6079,0.149
6080,0.123
6081,0.123
6082,0.116
6083,0.115
6084,0.123
6085,0.16
6086,0.121
6087,0.101
6088,0.126
6089,0.13
6090,0.134
6091,0.123
6092,0.122
6093,0.111
6094,0.121
6095,0.119
6096,0.12
6097,0.122
6098,0.12
6099,0.12
6100,0.118
6101,0.122
6102,0.12
6103,0.124
6104,0.123
6105,0.14
6106,0.126
6107,0.12
6108,0.119
6109,0.124
6110,0.117
6111,0.121
6112,0.126
6113,0.12
6114,0.118
6115,0.114
6116,0.124
6117,0.121
6118,0.121
6119,0.128
6120,0.12
6121,0.117
6122,0.112
6123,0.305
6124,0.375
6125,0.334
6126,0.311
6127,0.326
6128,0.29
6129,0.335
6130,0.315
6131,0.324
6132,0.308
6133,0.337
6134,0.355
6135,0.312
6136,0.321
6137,0.344
6138,0.335
6139,0.323
